n_storey,n_bays,bay_length_m,storey_height_m,fc_mpa,fy_mpa,beam_depth_mm,column_dim_mm,beam_rho,column_rho,gravity_kn_m2,Vy,dy,Vmax,dmax,Vc,dc
2,3,5.819088520646606,3.2609365378753044,36.76231277262839,402.4450840882015,427.0552619033049,670.3630147648605,0.018452848554543058,0.023398916798626292,4.276049783539902,785.2847739686991,0.015545398770042379,939.8397868856313,0.029972837527363207,755.7070476415677,0.060304366071270966
3,4,4.772837848546109,3.4066261825075705,35.175291600227936,488.5705170858363,425.57367665094307,589.0817396683722,0.021689049153622013,0.017651094088884565,5.153731526336085,877.0629500547261,0.02412675964446673,1033.1007336066025,0.04834627584090821,730.139797902413,0.09970716255777796
2,3,5.348596723370562,3.248307448472549,24.82916453245528,488.805869501487,634.1133299267428,507.3036251534152,0.018679139452187868,0.015243627898850337,8.86173123966799,764.7581246681351,0.017074601901757327,902.6401396821963,0.034224241423227816,674.7726543259987,0.07175327229709907
2,2,4.213913602554536,3.492876148443411,22.407095984012397,413.25420809514134,639.5391084567577,611.1080975343244,0.021616258068539985,0.026510976178771066,8.41087535164474,671.989149142919,0.018238819509723905,761.8926774073614,0.03405079086042039,669.7408618390108,0.06683795540381968
2,2,6.389715189408074,2.982492646935161,23.9170993804039,424.6352241783227,644.7245531202839,498.59058301897915,0.020290748042588506,0.03169742150508201,4.388723334625211,694.5198241970892,0.014413703363194516,871.4665170385329,0.026853708018751837,630.557768091287,0.05545948200917356
5,3,4.869502341548475,3.1879999100084992,32.81537858243247,461.033538879018,568.241229374961,410.78590649788583,0.020403107043800793,0.02751925819674514,7.412940611084416,799.8998871650076,0.039983429482472355,1022.9061784120527,0.07448071398879558,837.5040143834382,0.15531480974842607
5,4,4.71118623095399,3.380824937087438,31.370167429049808,476.0421685184617,515.3945941679,574.6374014400005,0.019295790840694604,0.033343323987813964,6.45906290706455,943.1696613937315,0.04107326945205849,1221.930172429133,0.0850099707347877,892.4031836468796,0.14727863077142353
4,4,5.480519741309023,3.1278243742860314,39.28179978215934,445.05764636008814,413.30955061273164,447.6122552626048,0.011427813075054612,0.012013066972955722,6.159728305002409,866.0559187456962,0.029592065612952145,1055.2508862725226,0.0597299715001607,830.5268547310067,0.12113179849497542
5,2,5.879917653092445,3.02836685351484,33.189665193322696,441.2258596464075,615.8750683072382,453.80560639753605,0.023586877793713903,0.023504821934207103,7.780465738564264,842.1431141907431,0.037165386835881185,883.5733510076919,0.07764609765589421,764.3799203161593,0.15856418793340404
4,3,6.980567569437529,3.493194660964928,31.008691395883844,463.90272102646736,650.989690295562,769.8200563040773,0.013057909409943159,0.024156459765676416,8.164185273307561,979.7176006089916,0.03787877272265083,1246.4230133745823,0.06652706066318607,891.7019091988063,0.14814742412997994
5,2,4.962550222201562,3.183097988843412,31.65477011667823,450.5502819357067,572.8345979707071,533.7453601848449,0.021237612359732996,0.019671648309002174,5.653384984731763,798.7475373740245,0.0415120413126838,901.0196763434383,0.07120219638555669,682.2707365935936,0.15665395887568498
5,3,4.063468034269881,3.0214530201357004,24.36302681130548,465.58728609828404,446.2608642205885,379.22605064447464,0.01082402483796504,0.025379727853050447,4.108617278520448,792.7263262547268,0.037514893914760115,854.9564366297627,0.07247447415663948,678.0629314916132,0.15421461201537792
3,4,6.679157454259758,2.80771166716896,24.393479338245236,490.3904188795479,542.3227644800204,417.51781021169455,0.013041856789137383,0.027179683617453626,7.624084111234366,770.7273437056838,0.021683579427917106,908.5856778570857,0.04460127826836808,850.5527628892958,0.09462155806361137
4,2,4.13788974802042,3.0465487454955866,34.51677760648511,401.8437802875194,503.7124796220771,639.8042306524408,0.01915606163761461,0.02986291402544047,8.052598578298987,763.7648458756273,0.0339437718167029,871.6460213628429,0.058432390594664804,631.3132192784848,0.1254752692906492
5,2,5.364683205197917,3.0897512233382205,24.356672645216072,482.44155426834925,673.9903340578536,440.6067435737218,0.023943593733508326,0.01241080206102916,8.624812363534726,742.7266155066847,0.04180365212718143,969.0502024042145,0.0774607587531121,766.6690429248388,0.15646977671264825
2,3,4.234468419656165,3.3948524384635252,32.66273686037122,461.4736744188289,496.03876345054016,607.3288894344992,0.012303696686291717,0.029014710611021458,4.375086536757712,806.0868976170608,0.0152432372185795,988.200535639276,0.031287088221015696,686.1110517486001,0.06252070868436087
2,4,5.106965659901035,2.9223651703631033,25.172012251839735,446.392228611005,679.8989401100182,680.3658555924131,0.013228656222687247,0.031769906068634654,5.891002615048405,726.899896417407,0.014573367548012268,903.780033684537,0.02664660994827348,737.8651592299785,0.05483208917083626
4,4,4.45179486172901,2.8618816034904717,33.809708656451505,433.97359477490306,374.9355670783069,563.8875280476218,0.02130656019465934,0.01855781520954934,5.675234387525673,785.9372060659576,0.02952280944874878,940.4771207791285,0.05813944870244692,726.6843756074334,0.11252131652717318
2,2,6.655278964680402,3.1424856335815585,23.691140391485195,415.26901338414206,590.6368772884551,371.3176280282704,0.014298906473707199,0.015215114580806967,6.205387148086421,675.7213847710955,0.015909367977692407,780.6473338563528,0.03067539899853948,670.8452401511989,0.058439594489766655
3,3,4.326000912412805,2.8096441487058352,25.717590709820563,445.6547322994052,487.9251909589635,714.6361498730598,0.01566756466289236,0.024200147130870816,6.967577962210961,742.2549217363232,0.022483148226367274,883.6202939920905,0.040673094006055725,667.9722035649697,0.08869349543235197
5,4,4.0668064618888,3.2209609339679437,35.513037278478805,428.48075886498896,625.6444547021258,634.5597728448356,0.02393743948406605,0.03456311066113678,4.211730569993524,866.3899585633508,0.03990202197648932,1107.168130808002,0.06928587945838918,900.7253095212579,0.15224198695995655
2,3,6.527963865154589,3.0267308839035016,30.116171552347915,497.804574578798,516.2068927664964,408.91459046592456,0.010775822374995867,0.03374458116611882,5.329047066375328,774.6389540412882,0.01483365760669469,973.9212240328793,0.02963838634748154,738.7247824776672,0.057073607572166625
5,2,5.513635719111812,3.4016715542665277,29.51679473652113,427.94873735701896,649.4163771962585,525.4502609926741,0.01796084936590351,0.03446012252754835,4.93241647377932,823.1881617307282,0.04119300809581964,977.7604813098106,0.08245937482276727,740.80145624107,0.17137859626963842
4,4,4.790426284567953,3.04865248388484,27.628352388881552,471.6751750163609,513.27824209842,512.5845044837074,0.02278934078559175,0.025154864389747664,5.069154106389989,845.040471835111,0.029108916434924224,1065.0341020174628,0.054362057704633704,846.4108711651471,0.13584625715282633
4,4,4.392255440128956,3.364860957047825,38.801238474488116,460.6532100407945,598.6257172079902,671.1139744583379,0.024892119359056677,0.019855380030637325,4.814282756213513,941.0228122156825,0.032668197953816785,1116.9205738212706,0.06587734158793462,877.3730674407685,0.13242352409578867
4,2,4.118680625170575,2.8757746090324,25.56473001731319,427.3906168606045,361.483499824205,475.7096654871781,0.012894126047402232,0.02070828133099393,5.925838686779846,600.042662381929,0.028490885762527597,837.2106048198576,0.057276930586821574,603.0748549705684,0.11625008052265418
4,4,6.785578525171987,3.1529535488764378,31.10465325978075,431.45815690358427,620.8788035231796,694.1405095696919,0.02266408536373667,0.032596605275528344,6.1717462411264785,947.0716949049729,0.03320000268263616,1200.0602582303447,0.05870007639685837,815.896546223513,0.13522810528664994
3,4,4.279812715972982,3.2593607536735005,21.64940880763694,477.01869494441826,629.7280225806694,621.0846138911514,0.02285290587874856,0.014251315444941773,5.379619210204066,813.910946565481,0.02490153920235213,1018.3323737042358,0.04685249486988959,778.2754082512392,0.09399125827695855
2,4,4.811022911582917,3.4256201901013905,29.093448331444137,432.7807720693986,525.8792172673011,537.9844788632779,0.013860584695827191,0.02356162447030954,4.759008665394156,830.263744236102,0.016434290549111892,931.5361504375156,0.033597188274573205,715.0604884334983,0.07311767613688741
2,4,6.902779077992417,3.3866955883812127,23.69997459118121,452.64600906350137,409.492482418525,718.2023086822658,0.01876243223774944,0.018059334230208834,8.647994860035856,903.8046161273237,0.01829882226871323,936.3775666357517,0.03303984047534394,721.9194182776794,0.07354753127007799
2,2,5.536728913319881,2.980990024704118,33.59556457920149,411.8677367078845,677.9680007346774,752.6278617716293,0.012789616298135638,0.019435115340397408,6.938174873265215,782.9049098269626,0.015149510334880757,899.7581398193626,0.028266584754474883,767.4833450429435,0.06282359615059276
5,4,4.263278148314652,2.8798134339341854,38.66301156676026,494.74930450447846,460.1511066128772,509.8241991472423,0.01678675352252137,0.02157171864154769,4.950226079797983,930.6002015528863,0.03620787217578613,1143.4828534862854,0.07039584111445486,897.2285842260962,0.13828826374571465
2,3,5.966378178160004,2.865814841518181,39.047176218401404,474.85144668930957,656.6935315590297,411.4117493200299,0.014802414533393041,0.020471915776745918,6.685863241634093,831.6402508452193,0.014457237614778075,930.145571665048,0.028583848047460222,770.2700671956691,0.05312865207813373
4,2,5.880857021296807,3.0717076842046453,27.562284470220348,453.3905632722373,620.151189295374,520.4905803565807,0.018812792388337607,0.03422266038346806,6.609900570590254,757.280050599577,0.03234668171782064,974.3212155266343,0.059089983005842436,766.5909277473747,0.1300541368382792
5,3,4.278356362380219,3.1934064222990073,23.404712050355247,475.1519560279393,527.6869491116222,675.544115769779,0.023040427403177854,0.02646580439474388,7.062196646265908,835.9283611782636,0.040165861079905794,959.6331194954186,0.07974190334853214,798.0407862815242,0.1664714153421313
2,4,5.945193055610083,3.0941557353227065,24.573980334305674,433.90236259198264,596.3221930890786,441.9617953452375,0.011403744180075592,0.03242466143923368,7.821051747900584,695.5874932520913,0.016229437126031133,943.3491184248697,0.02995871664231673,644.8971960412197,0.06709637262205154
4,2,4.118570856070692,3.309937306831352,21.820329276080805,400.4857337777279,605.3232807513427,776.9931907171065,0.02134754571590966,0.02284772438436071,6.430226247804365,756.2120847530196,0.03216056185062299,891.7969738483505,0.06492979811936689,721.3494056176659,0.1352796694569345
4,4,4.236229869648751,3.069278430862939,24.43341771956938,435.21204739255336,450.61555649194804,428.5417092320547,0.021461140801319358,0.023414641085072428,8.596227911086128,771.2186026030664,0.031750866820316234,950.790647838917,0.06594295563780306,723.4851443022234,0.10964156956315176
3,2,4.594353224236272,3.201548468156996,30.46196752506998,458.04382972028446,481.85734737299134,722.0430619527262,0.012078708271636943,0.021853030854353712,7.4488092422204355,798.6831825719289,0.027443906658539484,987.2701263197001,0.044013683485194854,750.8163730161859,0.10369373047608645
4,4,4.864179906166422,3.3066217031342866,22.261567301822218,486.25478004083254,642.435569338882,390.01793437262717,0.010356347596857798,0.013294642698585797,8.26815086573367,716.5816202743973,0.034441867655623834,1033.0776844603542,0.06495517705174593,867.7516067441587,0.13679164831259363
5,4,4.450388670247771,3.381492757122152,21.98324516647381,447.7648769572971,660.2171883765582,649.3462845218546,0.020278219290491995,0.01805629749189917,6.092873956807271,974.6914004151716,0.04221838515540922,1092.059185549478,0.08619180444740455,881.8741413216333,0.16654953794278543
5,3,4.449824433802182,3.4104730114025017,32.44026844483512,413.3786425593855,592.8507669731505,731.449910599088,0.013563035080783884,0.01546381366975707,4.04308628566876,832.631381085974,0.04129334673134142,1185.5060071327362,0.08145524807900668,854.9210190784208,0.16727314076211225
5,3,6.268225847284714,3.0514430780874164,21.20775970110261,459.5189352125426,696.9356198490098,465.92784027732307,0.012842369157808238,0.014850295533330844,6.7762780995002805,870.9919302722461,0.04065074496031317,1027.1689678886448,0.0761070135963777,755.1201699777046,0.13778042894942913
4,3,4.89223587728074,3.030849765686052,38.70694301536993,468.18959050670736,691.106644637887,537.610641523435,0.018061563600309652,0.0232036546580777,4.536435287618635,922.7929277882993,0.02947333199006868,1019.0553554788453,0.0591253707223419,785.8212747966526,0.11536511770926107
5,4,4.290803625367941,3.4301946697307866,34.78831844372817,406.8620857108859,592.1464714499785,634.232843977093,0.02136024149109878,0.031048550607254727,7.591752815865775,824.4929325583682,0.04364309515719491,1126.6332550139666,0.08207314694999786,781.3610397183145,0.17961222999887066
3,3,6.268362429229223,3.4983671746370453,24.047397157286987,420.24052795037625,538.8032155325363,566.6189287677462,0.018573546767600785,0.013128703097658281,6.021382281652245,739.5259976035326,0.026961045685615175,911.4574639557245,0.05250026589002177,737.3777208050118,0.09914603437114831
5,3,5.612522987611614,3.2243375002214676,22.922673968313315,427.315654072552,534.5899232303459,742.8442469307681,0.020185773344319896,0.014079385804853645,6.961374752222022,774.4802158647965,0.03932687695784192,1090.1157760050432,0.08467166880866643,775.5745087310141,0.1576146369893826
4,3,6.5923250614460365,3.3063242316770096,30.87531953422102,436.8232386248371,367.63290840099404,414.3533305968733,0.01289537784309056,0.020587821494949518,8.720718235381373,812.6671196031507,0.037952747193920174,916.7661334953939,0.07066495639413142,734.5775221801717,0.13866768304847937
5,4,6.408114928380637,2.8775745387890925,32.56453529990889,495.9096063371111,490.74832621624387,372.92484005136004,0.02384954035386818,0.03232432447616711,6.610707236045009,908.4281991806497,0.03871554144600833,1212.5945618419012,0.0807465016324167,891.5145304633223,0.14329261025600237
5,4,6.487451471037251,2.994038698147378,22.01317661373347,494.03514125381804,677.9719537078955,589.5868938707912,0.019634761175073026,0.022639801396348594,6.098826835493793,879.7139846999238,0.03547768449905781,1107.7090366914656,0.06821105143568403,914.9486790629885,0.14094338988682337
5,3,4.645393654234823,2.914244679302451,31.703008592261284,436.8093270996616,569.1557500441643,760.4924031839043,0.012264896971526015,0.03300897417570047,8.512449837114593,818.0809056147846,0.03977585388050491,939.3012374062395,0.07626284150127668,846.5699948858613,0.15273066701647126
2,4,5.75681128439674,3.3470260875816953,28.168354942165898,401.2397213915796,528.4071309567554,578.235553692168,0.016554839324671777,0.019813492245727767,5.24913043904861,748.0133340528209,0.016615106086746927,938.9891808505494,0.030463750035525372,730.6747491784821,0.062335713411084105
4,3,5.497840770922444,3.250618325796991,39.050033640909945,428.52210854938676,592.4700492392487,361.26809135233265,0.013935827091004369,0.022665553743921638,4.154973942405673,877.4410307208318,0.03275906452967146,1085.8142374247282,0.06111134711465497,822.676540319741,0.12133604906875886
3,2,4.299855567323539,3.258497146941025,39.91555069212975,401.58032391632963,545.154223889234,687.9539387971511,0.022401622420208184,0.02453971272812072,7.099579900920526,762.056949013126,0.02714637691854774,929.7775020146603,0.04381145576490964,802.4489613493096,0.10219731855671381
3,2,5.335770116608122,3.0340514587021743,24.15386531825352,445.10901608039063,490.82980911026436,695.4474647144336,0.023396954591050487,0.027009046790642886,4.622051943632619,703.225646263267,0.02174112443533279,824.2113913270078,0.04410380159128813,721.702973588392,0.08993951759044809
3,3,6.002190664296393,3.1197219188477994,35.315750249290495,403.1581330692999,400.45500212247543,626.3894615946197,0.013488283936645955,0.027319202883190417,5.756114637306492,777.8997510047627,0.023287414310135902,854.7246588220394,0.04590294794165389,730.1345003421535,0.08272316520802675
3,2,6.582658505562982,3.3761473315978905,38.140843699771025,487.74769812242596,685.8586917208231,452.75130423436667,0.023977364361929734,0.025137903401095948,6.11247541959076,861.1087035659523,0.023731469503293683,1052.086570206333,0.054132599306255094,827.4659872683438,0.10712538810076257
5,4,5.890455907823154,3.1646829429290415,29.143265446767415,446.4401626317192,423.2470716501828,720.3211447368938,0.01297574444922292,0.028482323404728203,7.799925057480763,965.7560584602837,0.042601509350692304,1216.1379848883737,0.07980846643652667,967.3752382867884,0.16566655650562365
2,3,6.5390290509699085,3.495169203902345,28.983094235968135,481.39156837095703,610.6029158313117,553.7915745704081,0.02390423499598768,0.021071796380169677,6.827329581381187,846.1143251611095,0.01744861405832928,1050.562329059636,0.03374067258174741,773.260089879868,0.07366323593778033
2,3,6.417450884051867,3.426614882441618,22.332174208839493,457.48207312401155,513.545678762317,626.4268327122103,0.016709135303624036,0.02116883087962855,6.359403562147447,724.1316330163148,0.01736123406963373,957.0273595802212,0.031723944105549955,772.4097131606175,0.06541108848888916
4,4,6.5609520070135,2.907444543761933,32.07096677288442,428.5311993599214,608.710312674353,457.4533982114075,0.02007105286259548,0.01786786708932558,6.555718817149716,831.8562697896542,0.03023812671040635,1067.7895946819983,0.0608633988891832,882.9226595286264,0.11624646005767417
5,3,6.612200119953592,3.2821265489319438,31.122068119419684,438.78640250826203,634.3039312646001,669.3012817766994,0.0170260797942351,0.03252713975582218,5.149740089093162,909.1997145257922,0.04121268465957945,1274.6599098142383,0.07331028152736606,803.7369417456963,0.16909941254128694
5,2,5.5095355801746635,3.493610734601543,21.230677117518827,455.6486090510794,529.301164946731,713.3513193845697,0.015329223093291655,0.021437851254677957,4.839689902994318,743.9877009515411,0.04206226070729228,983.3043928543228,0.07966832078510101,752.1030820295315,0.16669716923726072
4,2,5.665126855157643,3.0338657017619672,26.16885859437572,446.00374849032124,413.5330878383928,588.3313584317677,0.02060043881969839,0.025231783910455552,4.4655466542926545,764.3652007097515,0.03138836833591445,901.7243936335731,0.059664452662304114,686.6838862969161,0.10799626263378413
5,2,5.491077538652447,2.823055210288852,25.280649436864334,472.40122521843483,643.0842174068989,386.3534137720147,0.023231165641571565,0.03034289569322312,8.348421478534828,803.3457583620271,0.03933123800988598,942.2562715018188,0.07471840241260677,698.1998159096311,0.15685876529228884
4,2,4.217364920787616,3.461363620360827,29.460043853988374,467.5344470676188,644.3920225765125,795.9501116344198,0.012426736866883987,0.030388789931519264,8.437114490683681,853.7476925848455,0.03642545582104855,948.6781980446616,0.06892519216123656,787.3558707805922,0.14330423725623526
4,2,4.350841699267625,2.872326000395944,33.11801076255698,435.1410851399538,425.82170337205537,661.3482917176564,0.020302743486497004,0.02440087072421095,8.674789084329255,753.1700510566553,0.03384394266633158,868.1349112042698,0.05638986456005426,675.7897450649,0.1335552202940139
2,3,5.880298192981482,3.047302684605863,33.91021914690398,477.0395383181327,699.3799683912489,571.6083126501949,0.010919560986601634,0.025704732866812664,4.595120749910843,741.8540197694242,0.015676625524081667,1050.8988298038262,0.030115336035404363,756.5596618747437,0.058253416055477396
2,4,6.0805162730681825,2.8279625259323384,21.537553807124176,455.8674296475056,448.8870404503489,618.5268576943679,0.01651906263521448,0.03323618893313586,5.43904507480684,769.7547441228814,0.014903387293776596,873.7211257863831,0.02514990544639312,687.1840044650435,0.05866111495416293
2,2,6.437549020743894,3.3154478680029156,25.217126751658032,445.12152941572657,511.97962823587477,721.8847474877191,0.02025767026501115,0.02679285350142127,7.249137112816392,722.4354382215773,0.019010115005003582,925.6584057021054,0.03191780714422951,718.8377770776758,0.06368088083429792
5,2,4.628281844378287,3.2114753506983202,25.41850728886984,406.42088515654643,618.6275955933145,519.4112454828646,0.01570353375848957,0.021920320474863204,8.07522411704047,779.1829344453985,0.04240901049117254,850.3459726284058,0.07883930939062976,728.379904526097,0.17172779388984982
5,3,5.575849490718049,3.0224056343665056,22.980754109320024,441.4852005526165,393.3499083952557,534.698663099951,0.018354005818201756,0.03340635716772988,4.181111655226518,866.9725007897644,0.03417370098537876,987.2223548622227,0.06547994940548307,735.3766557280925,0.14170688015136582
2,3,5.587118180466671,2.80069299574847,24.075517851946074,409.35663856088007,542.3856897419603,498.0836916805714,0.01822596604052077,0.01710193595001759,4.1211467704379245,694.4562863885029,0.013237163681375758,819.9130700578971,0.026080158679231705,698.11772696373,0.05902730080889541
4,3,6.960094604555589,2.861907138492258,39.51551695830349,420.40131465540406,568.0750262467125,539.0376043862562,0.015759277202157675,0.033418596555027644,4.746138642201283,921.3473400480808,0.0286882657584049,1051.6993895676146,0.057322020066551745,851.2765681438406,0.11562941938460378
3,3,6.113190636932357,2.904428928720444,31.134361185789615,467.35137147252436,509.68655758568866,419.74333014772554,0.013661786126283649,0.031651034192850466,4.172354964163814,753.2052521287151,0.02277223042257365,955.3673623475433,0.040959136115984354,734.774788446161,0.07983001544202704
2,3,6.052000310683169,3.211702443679849,27.938509357400278,469.7282295986639,558.0030498048371,443.4367274422639,0.018447033153776646,0.03228386599419533,7.334166428452249,682.1118349820887,0.016317267393696763,867.4652159048537,0.02884698759785592,719.1869653921748,0.05807481770183659
5,2,6.4446278280561184,2.918051417263485,26.388421842505906,441.8277319228367,463.5419824495618,709.2578657419375,0.024365401120231348,0.03213177312396952,4.767889334738783,828.1464027063039,0.03659585958730206,965.5782487024414,0.06799110546855154,737.000404693052,0.1449114840107876
4,2,4.743840974982654,3.4398140442969183,36.14798165317232,496.97937077507197,385.26653239248054,616.4804345775513,0.01385725711046165,0.02448765923276537,5.602274427817276,811.5629278754327,0.032374057211214835,1070.6653842362605,0.06342726754044288,778.3039620527346,0.13406106928956069
3,4,5.517174098362375,3.3736695803190395,33.4242031818002,471.00009412225455,600.6458293474933,743.7949536776628,0.01920408152570386,0.018398994489591963,4.497548214327286,979.6399796047668,0.026503504241737932,1051.3775461436346,0.04906022425418826,832.9399719491794,0.09739015816621409
2,3,6.372595392589803,3.3753165045403035,26.88132665461492,454.8954532694496,547.0537660302257,562.799231969375,0.019826708371371474,0.01683200384794127,8.89621619793397,804.9365655196425,0.0188169111527714,892.3715504748077,0.029603994488205936,659.4568663387928,0.07541560762656623
3,4,5.76995566672904,2.877525222877481,22.510605698755036,475.0836333436463,452.527567276343,750.1858328452461,0.02143109531545264,0.028058375628507472,5.393030263167255,859.2448403685892,0.022928365966355207,952.3979547462598,0.043188185390249434,777.3940419108014,0.07467832156693645
4,3,5.712191818360739,3.0199084216548395,23.68449607465491,426.69336489377287,650.8881054346955,621.0876329690348,0.015669830097958505,0.030167837579918515,4.322287162274543,797.5916237934279,0.02778731761713632,1040.1848212576397,0.05448340838508935,834.896131338145,0.11559224513301306
3,2,5.906623878919235,3.065803528537166,38.56132728990215,476.4724219141758,506.584425481442,687.2817398922217,0.024631064857393324,0.022602558968133825,7.212629439442667,814.4400044535246,0.0263486782904978,1020.2825672528062,0.04938741826190117,791.5878798511268,0.09532357519541954
4,3,5.486604412457629,3.2321429699479802,23.881610466809448,421.5570710330218,444.4647703847197,619.0007032835172,0.016628516106176057,0.01762294437717431,8.4140466607229,867.675050962659,0.03383110610425462,909.3220258288864,0.061585786369155904,823.4965447407365,0.14006677857186225
3,2,6.892041107079391,3.3710345281167893,34.74762772774426,486.9091870518529,667.3825387619427,501.8703678729974,0.01916438017625048,0.02600257961172867,5.336498344052985,866.1985690979051,0.027502630426833104,1001.076165756706,0.04674255922566263,799.594884752615,0.10284705521043713
5,2,5.360842535363866,3.1827694221683576,38.46265543140256,487.4823154274054,670.6204159556397,732.6180733111908,0.02446871806654467,0.022706499934888325,4.237367487165471,881.2710087808686,0.038559454357655,1118.4875339321716,0.07647937656124544,812.6336218761813,0.14504739578853432
4,4,5.92283701637567,3.2732132720625646,27.298012149523355,464.6427038058282,415.34224139844287,771.9674446411907,0.014526900099408904,0.01786928978275147,7.555813990970788,915.7671322503187,0.035969980879774495,1114.59923410202,0.06216974777962496,853.0666944360802,0.13489461724050247
5,2,4.486539804831354,3.0326639945253153,27.293770145915232,445.4179011702269,416.6468266332223,436.8533912714448,0.018126078574948426,0.01496418030742093,7.444485039944176,682.9265340340049,0.03935158519700378,862.492795720739,0.0735559380551641,678.2131460249934,0.16543698080546873
4,4,6.529174722897254,2.839772374879987,35.76123404417978,437.65387327965817,456.1681714387695,427.8607646044836,0.024940236326537905,0.013464262554333865,8.135040073039997,884.0410328319656,0.028908665481820715,1108.575786138308,0.062324482591979674,796.9202833752887,0.12025044134823636
2,3,5.061575917970002,2.886651131781996,24.53663632798054,433.17493124592227,374.58167981034615,375.6109409578029,0.023740393822486664,0.019178363235135013,8.911153487367924,623.7743715543228,0.016007332306243165,835.7227191266892,0.03209896517225578,601.0538654388632,0.06495422652394624
2,2,4.229915984352645,3.22289394365195,39.74523044113273,467.19845376579417,598.7665372576754,793.0632686944765,0.020170173312576943,0.012924176170454818,8.335028004282988,868.8876525104012,0.017132743878909295,1009.2888092835798,0.03388235729414875,790.6676627307091,0.06267352990292013
5,2,4.17307801499932,2.8563814626991793,34.813207213265756,486.40744707421493,400.1545937383719,479.7433555147109,0.01292544201467241,0.012617682869307843,6.767156849434918,738.8918064736843,0.03801110269346147,970.3984271617944,0.07372066765876527,770.4323965255728,0.14806632483378113
4,4,6.284523243459691,3.445917367077617,38.41692540548797,464.9392617107741,674.8835268392578,537.5168463871084,0.010054243671774115,0.013439135664461666,4.547436628504076,928.172010034753,0.0352993389437404,1263.7911273264922,0.06555203003570827,1028.1767494422577,0.12979321370840394
5,4,5.064405757412796,2.8090953440702573,26.33118379012224,433.0600554140978,445.985937326336,715.3415689344135,0.021398895963911355,0.027997696699490756,4.695025392561327,877.3576576649133,0.033848409092578455,1078.192156695683,0.06629134675147903,798.7009293176108,0.13167127843603715
2,2,5.554912827535496,2.8699522662806545,24.120814357831065,413.2546314274763,683.9378976745027,478.18911069975053,0.015328064853940115,0.01940785394480883,8.491252225890719,635.4240979941032,0.015295885669113244,773.5290746452722,0.02803006950173452,666.0178902405432,0.06327622131109861
3,4,6.638270226734976,3.1308014576349503,39.45582145762466,455.30130063444057,444.8221376852093,570.0389819049235,0.010559654386043914,0.030492026686050555,4.507175254272105,865.4873046301576,0.02361908374720051,1132.6532207744235,0.04088303127943037,812.1094550677567,0.08682152538515586
2,3,5.016086900262251,2.9596555855694913,24.586799059409643,476.34112937325796,683.0397676025989,413.08088399149926,0.024395218287611906,0.025679537579927386,7.208302026816286,766.0212981029795,0.015356181489306939,863.4962676650199,0.03139943143977047,682.8004141628714,0.06427178310074468
5,2,5.9939205727786575,2.8235269784303756,26.237065970584,409.42298644461005,416.75450506295135,637.4289108038214,0.019427149453073774,0.02168426299890138,4.450859882447456,785.3024423528478,0.035718635384182136,851.6769319740149,0.07064756988372006,790.5704022934792,0.14360195677435172
2,4,6.268882665110351,3.1478856923220895,30.105229644890574,402.64791013049637,679.8782421619323,493.6282872952984,0.013839086228211157,0.034986405283916444,7.593448357522622,777.8842955411959,0.015620617540987317,900.0173040625866,0.033889062675401614,679.5212432864265,0.06749168068527457
5,4,5.638162200244239,3.2316472519771655,26.545993628979748,406.39725424082735,608.1111558171355,395.80369493705786,0.011283364615275897,0.01915813151169715,4.06232829918941,879.5822025643367,0.03973262012322578,1003.4756390330907,0.06946056216298116,852.8322624116365,0.15431711170134896
2,4,5.519419931495138,2.9561252895988064,38.93876728654885,427.49708738371163,359.1705194657276,459.2033193297621,0.015500313418861416,0.020081042715653075,6.623337547217858,764.6350866346984,0.014718946250891362,943.2038407717675,0.03160047117186882,705.9901925652113,0.06121222347928412
2,2,5.508985759712806,3.270321310035844,36.114978820724566,458.9624852905316,620.8474164616503,526.7195263524156,0.010493015053997036,0.014670284081735801,4.193613006144981,805.0309429025058,0.014557260573932434,901.1995383640746,0.02960457393056409,794.6665981780156,0.06438946959099247
2,4,4.954192441326039,3.042350118752764,32.11780861118476,459.6432467890842,460.1449697729966,498.64304859894133,0.02041067519779221,0.026890448926149602,4.675254023398874,746.6669312086225,0.015403342557882073,906.8124196488855,0.029520043405542474,744.6597779909011,0.0585917599001148
4,3,4.0303880120243765,3.440777855962742,29.643579319351808,495.4268276760615,450.36036534272625,739.8240980371876,0.02383584360993446,0.024807145576527957,5.013388939338587,813.0663744162675,0.033286759007908666,1018.2030886846095,0.0664730542036127,807.7242097081436,0.13307850774661645
3,4,6.922328856941746,2.819840639399979,35.06846174078441,492.69303625596666,376.17353697957225,399.57652029775994,0.02037935647674563,0.026903157645603134,4.344137076581228,901.3611863073007,0.021194772491140094,1082.576602057051,0.039945575853752406,792.7613224928579,0.08066377485609155
3,2,5.517926511733398,2.870567964461246,33.5180768209951,413.39772192290076,528.9105368752531,374.471888375068,0.014492687354119689,0.017337850595405123,7.100157713558352,686.9346119886487,0.02347608969511028,924.8744479159975,0.044974275456512794,616.4288266358091,0.08780916056987777
2,3,4.462572646568894,3.170063692994177,22.640833815530335,487.8472155395988,673.501415793363,719.7259116551315,0.01843792181133968,0.024824767595885464,8.923036883004649,752.0764119771151,0.01680060311387554,898.6829534611991,0.03287507965210542,736.5612127537519,0.059366202612912984
